iter	Logloss
222	0.4838434427
223	0.4837151971
224	0.4836468367
225	0.4835496719
226	0.4834619986
227	0.4834083401
228	0.4832360297
229	0.483180464
230	0.4830292922
231	0.4829064993
232	0.4827916233
233	0.482688626
234	0.4826635711
235	0.4825935632
236	0.482445005
237	0.4823255357
238	0.4822039686
239	0.4821338974
240	0.4820202755
241	0.4819390691
242	0.4818760087
243	0.4818408479
244	0.4816725298
245	0.4815392442
246	0.4813711988
247	0.4812926998
248	0.4811876836
249	0.4811263161
250	0.4810348904
251	0.4809129183
252	0.4809064494
253	0.4807673529
254	0.480615847
255	0.4805191669
256	0.480341793
257	0.4801966564
258	0.4800650732
259	0.479975754
260	0.4798288862
261	0.4797650008
262	0.4796580547
263	0.4795199842
264	0.4794658699
265	0.4794166913
266	0.4792450129
267	0.4790034851
268	0.4789627211
269	0.4789099006
270	0.4788141452
271	0.4786793042
272	0.4785967236
273	0.4785279814
274	0.4784250368
275	0.4783145991
276	0.4782628883
277	0.4780993858
278	0.4780266366
279	0.4778217343
280	0.4776281771
281	0.4775166806
282	0.4773746776
283	0.477257414
284	0.4771734293
285	0.4770703382
286	0.4770106554
287	0.4769305446
288	0.4768245163
289	0.4767131078
290	0.4766173097
291	0.4765556851
292	0.4764946961
293	0.4763554274
294	0.476282208
295	0.476147004
296	0.4761089056
297	0.4760486181
298	0.4759204118
299	0.4758303211
300	0.4757877824
301	0.4757057739
302	0.475628056
303	0.4755422027
304	0.4754322276
305	0.4752988143
306	0.4751855372
307	0.4750636804
308	0.4749903149
309	0.4749096997
310	0.4748374729
311	0.4748331711
312	0.474691652
313	0.4746227033
314	0.4745558951
315	0.4744540182
316	0.4743274473
317	0.4742396387
318	0.4741006508
319	0.4739879695
320	0.4738278749
321	0.4737327531
322	0.4736342358
323	0.4735713084
324	0.4734471216
325	0.4734189608
326	0.473298799
327	0.4732379443
328	0.4731315537
329	0.472964501
330	0.4728504647
331	0.4726802484
332	0.4726426742
333	0.4724916749
334	0.4723792759
335	0.4722700571
336	0.472161869
337	0.4720697989
338	0.4719244212
339	0.4718482397
340	0.4717807841
341	0.4716287005
342	0.4715415465
343	0.4714999227
344	0.4713857541
345	0.4712405917
346	0.4711218085
347	0.470998906
348	0.4708857969
349	0.4708122938
350	0.470708445
351	0.4706272239
352	0.4705494315
353	0.4704642414
354	0.470355761
355	0.4702506778
356	0.4701594966
357	0.4700829002
358	0.469982207
359	0.469872647
360	0.4697716115
361	0.4695750038
362	0.4694858948
363	0.4693373718
364	0.4692222271
365	0.4691554117
366	0.469110257
367	0.4689985696
368	0.4688766103
369	0.4687631228
370	0.4686726889
371	0.4685451075
372	0.4684381342
373	0.468307143
374	0.4682074968
375	0.4680680978
376	0.4679308165
377	0.4678438042
378	0.4677515665
379	0.4676736714
380	0.467555052
381	0.4674140578
382	0.4673046505
383	0.4672269044
384	0.4671408886
385	0.4670355186
386	0.4669088929
387	0.4668265939
388	0.4667058709
389	0.4666331367
390	0.466534928
391	0.466414637
392	0.4663707104
393	0.4662813144
394	0.4661820725
395	0.4661101
396	0.4660482937
397	0.4659735619
398	0.4659085531
399	0.4656784956
400	0.4655763767
401	0.4655024393
402	0.4653819457
403	0.4653225051
404	0.4652192288
405	0.4651722461
406	0.4651001424
407	0.4649841488
408	0.4648910934
409	0.4648195816
410	0.4647833073
411	0.4646534115
412	0.4645973849
413	0.4644920033
414	0.4644440617
415	0.4642985368
416	0.4642055151
417	0.4641378182
418	0.4640045832
419	0.4639080495
420	0.4637825831
421	0.4636847378
422	0.4635972679
423	0.4634699519
424	0.4633864054
425	0.4633186745
426	0.4631426772
427	0.4630337038
428	0.4629372966
429	0.4628655988
430	0.4627761535
431	0.4627415503
432	0.4626428323
433	0.4625476319
434	0.462500823
435	0.4624174345
436	0.4623607376
437	0.4623252298
438	0.4622749857
439	0.4621714716
440	0.4620163965
441	0.4619361447
442	0.4618715809
443	0.4617513768
444	0.461658911
445	0.4615279505
446	0.4614579259
447	0.4613604795
448	0.4612675608
449	0.461182895
450	0.4611055852
451	0.4609678682
452	0.4609036181
453	0.4608448417
454	0.4607687873
455	0.4606497955
456	0.460562428
457	0.4604276808
458	0.4603470616
459	0.4602920483
460	0.4601622219
461	0.4600591758
462	0.4599583613
463	0.4598005296
464	0.4596997079
465	0.459631106
466	0.4595492656
467	0.4594039209
468	0.4593767932
469	0.4593143745
470	0.4592181855
471	0.4591538759
472	0.4590587545
473	0.4590059115
474	0.4589216344
475	0.4588346656
476	0.4586900357
477	0.4585742497
478	0.4584844914
479	0.4584030297
480	0.458358037
481	0.4583081261
482	0.4581949008
483	0.4581290056
484	0.4580806541
485	0.4579981543
486	0.4579055536
487	0.4578322035
488	0.4577020295
489	0.4575757783
490	0.4575070046
491	0.457445138
492	0.4573383454
493	0.457254619
494	0.4571145269
495	0.4569953124
496	0.4567109181
497	0.4566303347
498	0.45646928
499	0.4563538978
500	0.4562221183
501	0.4561760935
502	0.4560899611
503	0.4559529072
504	0.4558423536
505	0.4557383796
506	0.4556924674
507	0.4555899375
508	0.4554956602
509	0.45538824
510	0.4553116873
511	0.4552564099
512	0.4551508374
513	0.4550514862
514	0.4548896213
515	0.4548394716
516	0.454755995
517	0.4546289075
518	0.4545426405
519	0.454428188
520	0.4543367093
521	0.45419375
522	0.4540825314
523	0.4539165702
524	0.4538410686
525	0.4537396741
526	0.4536518641
527	0.4535933915
528	0.4533769727
529	0.4533118147
530	0.4532127499
531	0.4531791196
532	0.4531134393
533	0.4530107865
534	0.45293575
535	0.4528919694
536	0.452781395
537	0.4527018192
538	0.4526024451
539	0.4525401734
540	0.4524559674
541	0.4523626251
542	0.4522977305
543	0.452203089
544	0.4521065805
545	0.4520006517
546	0.4519009478
547	0.451641808
548	0.4515713028
549	0.4514677263
550	0.451346153
551	0.4512700311
552	0.4512090569
553	0.4511277041
554	0.450999522
555	0.4509386319
556	0.4508121175
557	0.450694801
558	0.4505470801
559	0.4504995655
560	0.4503746241
561	0.4502959093
562	0.4502315497
563	0.450172632
564	0.4500640281
565	0.449996257
566	0.4499407156
567	0.4497165928
568	0.4496414712
569	0.4495438093
570	0.4494658061
571	0.4493308953
572	0.4492890538
573	0.4491821821
574	0.4490904405
575	0.4490181993
576	0.4489001203
577	0.4488499552
578	0.4487629933
579	0.4486868225
580	0.4486005722
581	0.4485050741
582	0.448429674
583	0.4483884903
584	0.4483199449
585	0.4482324614
586	0.4481939847
587	0.4481146641
588	0.4480530381
589	0.4479747899
590	0.4478630806
591	0.4477558924
592	0.4476630271
593	0.4475894461
594	0.4474795621
595	0.4474044891
596	0.4473468191
597	0.4472561998
598	0.4471862642
599	0.447082422
600	0.4469637824
601	0.446910058
602	0.4467946065
603	0.4466943628
604	0.4466246264
605	0.4465151915
606	0.4464374564
607	0.4463566388
608	0.4462634777
609	0.4461559949
610	0.4460744884
611	0.4459707031
612	0.4458569505
613	0.4458033649
614	0.4457235755
615	0.4456123851
616	0.445538197
617	0.4454433012
618	0.4453962157
619	0.4453399586
620	0.4453015189
621	0.4452278151
622	0.4451746511
623	0.4450821808
624	0.4450125437
625	0.444936554
626	0.4448537172
627	0.4447796283
628	0.4446826162
629	0.444559558
630	0.4445191433
631	0.4444360975
632	0.4443662901
633	0.4442643534
634	0.4442212634
635	0.444128047
636	0.4440794864
637	0.4439574154
638	0.4438345405
639	0.4437328933
640	0.4436568023
641	0.4435860954
642	0.4434701312
643	0.4433962857
644	0.443331333
645	0.4432382017
646	0.4431780286
647	0.443131043
648	0.4430368572
649	0.4429594191
650	0.4428987488
651	0.4428365798
652	0.4427897154
653	0.4427371324
654	0.4426286176
655	0.4425063499
656	0.4423877672
657	0.4423377628
658	0.4422222473
659	0.4421283157
660	0.4420545939
661	0.4419512411
662	0.4418577862
663	0.4418152107
664	0.4417777495
665	0.4417125628
666	0.4415967535
667	0.4415162203
668	0.441453867
669	0.4413418745
670	0.4411327121
671	0.441020832
672	0.4409753045
673	0.4408981584
674	0.4407821432
675	0.4406839472
676	0.4405589601
677	0.440515241
678	0.4404030947
679	0.4403431075
680	0.4402422302
681	0.4401350799
682	0.4400302694
683	0.4399482639
684	0.4398596822
685	0.4398096855
686	0.4397311215
687	0.4396283712
688	0.4395347291
689	0.439450608
690	0.4393897619
691	0.4392852928
692	0.4392156267
693	0.4391316993
694	0.4390259288
695	0.4389643368
696	0.4388811255
697	0.4387762355
698	0.4386525321
699	0.4385489608
700	0.4384485556
701	0.4383892616
702	0.438327274
703	0.4382845812
704	0.4382046587
705	0.4380878196
706	0.4379800444
707	0.4378638147
708	0.4377925774
709	0.4377003603
710	0.4376073547
711	0.4374946801
712	0.4373969495
713	0.4373201241
714	0.4372293195
715	0.4371834742
716	0.4370926814
717	0.4369979487
718	0.4369646223
719	0.4368027511
720	0.4367745693
721	0.4367311304
722	0.436623644
723	0.4365867293
724	0.4365228503
725	0.4364529973
726	0.4363859732
727	0.4363127914
728	0.4362034339
729	0.4361400833
730	0.436053416
731	0.4360156938
732	0.4359306408
733	0.4358246992
734	0.435743544
735	0.4355720275
736	0.4354853252
737	0.4354443452
738	0.4353301763
739	0.4352241691
740	0.4351528726
741	0.4350913922
742	0.4350336168
743	0.4349169669
744	0.4348243554
745	0.4347433194
746	0.4346018511
747	0.4344921632
748	0.4344259146
749	0.4343898573
750	0.4343162446
751	0.4342167784
752	0.4341225221
753	0.43401437
754	0.4339462001
755	0.4337857488
756	0.4337097772
757	0.4336241008
758	0.4335591747
759	0.4334653921
760	0.4333872347
761	0.4333273239
762	0.4332604048
763	0.433167447
764	0.4330660701
765	0.4329691504
766	0.4329370438
767	0.432869678
768	0.4327930269
769	0.4326796424
770	0.4326186156
771	0.4325422409
772	0.4324616822
773	0.4323900113
774	0.4323591557
775	0.4322724758
776	0.4322512726
777	0.432169802
778	0.4320743551
779	0.4320145394
780	0.4319025412
781	0.4318068941
782	0.4317047864
783	0.4316375778
784	0.4315428213
785	0.4314751754
786	0.4313350146
787	0.4312721642
788	0.4311643962
789	0.4311149273
790	0.4310384431
791	0.4309690081
792	0.4308824874
793	0.43079328
794	0.4307052067
795	0.4306602564
796	0.4305660077
797	0.4304947679
798	0.4304163052
799	0.4303329464
800	0.4302980464
801	0.4302297068
802	0.4300911155
803	0.429997919
804	0.4299324526
805	0.429851242
806	0.4297377189
807	0.4296739985
808	0.429617425
809	0.4295602017
810	0.4294749138
811	0.4294002501
812	0.4293360461
813	0.429275251
814	0.4291928351
815	0.4291075639
816	0.4290261764
817	0.4289272518
818	0.4288561867
819	0.4287862265
820	0.4287179867
821	0.4286538742
822	0.4285542916
823	0.4284733591
824	0.4283292314
825	0.4282501595
826	0.4281855466
827	0.4280668005
828	0.4279336202
829	0.4278737103
830	0.4277935412
831	0.4277046762
832	0.4276218136
833	0.4275571261
834	0.4274273751
835	0.427367183
836	0.4272731986
837	0.4272093448
838	0.4271372739
839	0.4270132647
840	0.4269419254
841	0.4268612984
842	0.4267931857
843	0.4267359795
844	0.4266502031
845	0.4265700644
846	0.4264797368
847	0.4263788424
848	0.4262685705
849	0.4261881649
850	0.4260451069
851	0.4259561126
852	0.4259001558
853	0.4258322732
854	0.4256994309
855	0.4256179759
856	0.4255391876
857	0.4253928984
858	0.4253456478
859	0.4252747445
860	0.4252144819
861	0.4251538673
862	0.4250755218
863	0.4250319497
864	0.4249406522
865	0.4248433119
866	0.4247647607
867	0.4247141194
868	0.4246548748
869	0.424587262
870	0.4244372691
871	0.4243845431
872	0.4242817451
873	0.4241550824
874	0.4241101975
875	0.4240558808
876	0.4239491225
877	0.4238683071
878	0.423783258
879	0.423699496
880	0.4236239274
881	0.4235329485
882	0.4234787589
883	0.4234167318
884	0.4233381616
885	0.4232448072
886	0.4232125932
887	0.4231537347
888	0.423099223
889	0.4230141933
890	0.4229208506
891	0.4228475699
892	0.4227617147
893	0.4226627017
894	0.4226103256
895	0.4225606622
896	0.4224518815
897	0.4223339962
898	0.422210985
899	0.422093976
900	0.4220105376
901	0.4219267375
902	0.4218527824
903	0.421781654
904	0.4217017488
905	0.4215709706
906	0.4215083843
907	0.4214294533
908	0.4213405383
909	0.4212549408
910	0.4211078818
911	0.421034635
912	0.4209701667
913	0.4208906209
914	0.420774368
915	0.4207111621
916	0.4206836345
917	0.4205981228
918	0.4205557603
919	0.4204869614
920	0.4204112819
921	0.4203281695
922	0.420241788
923	0.4201701696
924	0.4201002554
925	0.420037461
926	0.4199902138
927	0.4199030679
928	0.4198339543
929	0.4197414856
930	0.4196509189
931	0.4195990901
932	0.4195196424
933	0.4194283016
934	0.4193468678
935	0.4192476858
936	0.4191925833
937	0.41913595
938	0.4190678845
939	0.419005158
940	0.4189405847
941	0.4188837968
942	0.4188169496
943	0.418728033
944	0.4186617611
945	0.4186215533
946	0.4185523728
947	0.4184697625
948	0.4184249409
949	0.4183330203
950	0.4182580755
951	0.4181905225
952	0.4181456448
953	0.4180570007
954	0.4179920426
955	0.4179301534
956	0.4178597168
957	0.4178273293
958	0.4177752591
959	0.417702747
960	0.4176101233
961	0.4175391008
962	0.4174895147
963	0.4174229592
964	0.4173653043
965	0.4173089727
966	0.4172319768
967	0.4171805559
968	0.4170597043
969	0.4169913476
970	0.416958007
971	0.416902343
972	0.4168428339
973	0.4167701649
974	0.416650937
975	0.4165611743
976	0.4164830774
977	0.4164297093
978	0.4163769791
979	0.4163214806
980	0.4162545785
981	0.416223518
982	0.4161657995
983	0.4160467985
984	0.4159828966
985	0.4158976308
986	0.415818024
987	0.4157406342
988	0.4156784161
989	0.4156300391
990	0.4155631532
991	0.4154906678
992	0.4154007035
993	0.4152902145
994	0.4152520656
995	0.4152087358
996	0.4151359303
997	0.4150584993
998	0.415000654
999	0.4149546966
