ds,yhat,yhat_lower,yhat_upper
2019-03-31,3906.904658444011,-299.0135271125646,8112.822844000587
2019-06-30,986.0416207589994,-5247.567574032375,7219.650815550374
2019-09-30,427.51401715546604,-7212.1905002026215,8067.218534513553
2019-12-31,2410.1666982932024,-6447.404086251076,11267.73748283748
