iter	Logloss
149	0.3906916256
150	0.3904282251
151	0.3901515539
152	0.3899580338
153	0.3897304178
154	0.3895510371
155	0.3893096268
156	0.3891059941
157	0.3889042567
158	0.3887925102
159	0.3885418132
160	0.3883835355
161	0.3882593576
162	0.3880803576
163	0.3879167616
164	0.3875916815
165	0.3874272658
166	0.3871676778
167	0.3869769735
168	0.3867642527
169	0.3865480212
170	0.3863879029
171	0.3862492082
172	0.3860877736
173	0.3859117351
174	0.3857461765
175	0.3855781859
176	0.3854422466
177	0.3852215808
178	0.3851122394
179	0.3849292037
180	0.3847070748
181	0.3845955459
182	0.3844157229
183	0.3841973615
184	0.3840018635
185	0.3837982056
186	0.3836256861
187	0.3834642219
188	0.3832515211
189	0.3831005067
190	0.3829334876
191	0.3828144147
192	0.3826463845
193	0.3824313498
194	0.382263095
195	0.3820614002
196	0.3818915274
197	0.3817233403
198	0.3815175972
199	0.3813505986
200	0.3811424029
201	0.3811100492
202	0.381065991
203	0.3808646187
204	0.3806835325
205	0.3804667841
206	0.3802885892
207	0.3801443751
208	0.3799842096
209	0.3797631725
210	0.379693363
211	0.3795395894
212	0.3794007443
213	0.3791761524
214	0.3789583575
215	0.3787967749
216	0.3785923766
217	0.3784453713
218	0.3782127723
219	0.3780228788
220	0.3778865823
221	0.3777203662
222	0.3775936298
223	0.3774247235
224	0.3773251285
225	0.3771464136
226	0.3769819475
227	0.3767941461
228	0.376668118
229	0.37653145
230	0.3762991204
231	0.3762022958
232	0.3761082503
233	0.3759730447
234	0.3759506299
235	0.3757895895
236	0.3756620038
237	0.3754559162
238	0.3753073314
239	0.3751641144
240	0.3750850649
241	0.3749628986
242	0.3748241503
243	0.3746242278
244	0.3744809781
245	0.3743568382
246	0.3742535309
247	0.3740552964
248	0.373905865
249	0.3737408701
250	0.3735449297
251	0.373338487
252	0.3731173168
253	0.3729409682
254	0.3728197609
255	0.3726609322
256	0.3725500553
257	0.3724585615
258	0.3722509022
259	0.3720645977
260	0.3718955425
261	0.3718444954
262	0.3717460582
263	0.371586106
264	0.3714562933
265	0.3713063388
266	0.3711842591
267	0.3710873781
268	0.370974898
269	0.3708345333
270	0.370676004
271	0.3705961446
272	0.3705320655
273	0.3703394877
274	0.3702360317
275	0.3700986969
276	0.3699753856
277	0.3698360284
278	0.3697103838
279	0.3695470404
280	0.3694400041
281	0.3693164492
282	0.3692155051
283	0.3691597485
284	0.3691308439
285	0.3689523289
286	0.3688514972
287	0.368631891
288	0.3685177718
289	0.3683870906
290	0.3681792175
291	0.3680502247
292	0.3679162015
293	0.3678331832
294	0.3676886401
295	0.3674801741
296	0.3673153456
297	0.3671750585
298	0.3670471568
299	0.3668625906
300	0.3667136354
301	0.3665625779
302	0.3664026818
303	0.3662149529
304	0.3660804068
305	0.3660021422
306	0.3658821088
307	0.365880407
308	0.3657487121
309	0.3655816959
310	0.3654117466
311	0.3651495162
312	0.3650652462
313	0.3649576827
314	0.3648365275
315	0.3646705495
316	0.364423386
317	0.3642536578
318	0.3641325792
319	0.3639924261
320	0.3638771415
321	0.3636733742
322	0.3635205027
323	0.3633614114
324	0.3631791099
325	0.3630878371
326	0.3629837878
327	0.3628590902
328	0.3627492184
329	0.3626070571
330	0.362494896
331	0.3623893326
332	0.362259291
333	0.3620242566
334	0.3619119845
335	0.3617163394
336	0.3615718303
337	0.3614912619
338	0.3613347017
339	0.3612265382
340	0.3610655832
341	0.3609235135
342	0.3608001073
343	0.3606844776
344	0.3605727899
345	0.3604023695
346	0.36026334
347	0.360129966
348	0.359964994
349	0.3598510816
350	0.3597445761
351	0.3595554168
352	0.3594120194
353	0.359295572
354	0.3591425948
355	0.359019854
356	0.3589192221
357	0.3588117683
358	0.3587248692
359	0.3586625976
360	0.358509883
361	0.3583518395
362	0.3582539878
363	0.35811175
364	0.3579268864
365	0.3578473342
366	0.3577415131
367	0.3575994696
368	0.3574403188
369	0.3573092568
370	0.3572156973
371	0.3570536492
372	0.3568717038
373	0.3566341837
374	0.3565324466
375	0.3564169397
376	0.3563520384
377	0.3561834894
378	0.3559845198
379	0.3558159396
380	0.355654594
381	0.3555634843
382	0.3554395358
383	0.3553325242
384	0.355235081
385	0.3551400153
386	0.3549829387
387	0.3548836485
388	0.354732683
389	0.3545556354
390	0.3544345003
391	0.3543360017
392	0.3541832663
393	0.3540135609
394	0.3538463271
395	0.3537657171
396	0.3536668898
397	0.3535611072
398	0.3533797456
399	0.3533098306
400	0.3532155272
401	0.3530444617
402	0.352916613
403	0.3528075745
404	0.3527084028
405	0.3525587296
406	0.3524084894
407	0.3522375343
408	0.3520750795
409	0.3519888497
410	0.3518466514
411	0.3517129585
412	0.3516119294
413	0.3514818193
414	0.3512991549
415	0.351124231
416	0.3509905554
417	0.3508149636
418	0.3506906976
419	0.3505593405
420	0.350465356
421	0.3503710497
422	0.3502555744
423	0.3501367963
424	0.3500192608
425	0.3498962375
426	0.3497138228
427	0.349603969
428	0.3494856174
429	0.3493961977
430	0.349319456
431	0.3491661667
432	0.349095482
433	0.3489899702
434	0.3489051524
435	0.3487890467
436	0.3486967092
437	0.348539847
438	0.3484421859
439	0.3483403465
440	0.3481883584
441	0.3481367696
442	0.3480095715
443	0.3478932981
444	0.3477879335
445	0.3476874144
446	0.3475386028
447	0.3474552203
448	0.3473249161
449	0.3471723123
450	0.3470214719
451	0.3468811997
452	0.3468015304
453	0.346585259
454	0.3464642947
455	0.3462985816
456	0.3461389989
457	0.34594626
458	0.3458222124
459	0.3456967024
460	0.345574603
461	0.3454422079
462	0.3453165555
463	0.3451999773
464	0.3451255487
465	0.3449979182
466	0.3449001175
467	0.3447733377
468	0.3447059893
469	0.3445238891
470	0.3443799963
471	0.3442159198
472	0.3440866318
473	0.3439702002
474	0.343866773
475	0.3437875921
476	0.3436714372
477	0.3435650297
478	0.3434964536
479	0.3433319791
480	0.3432158689
481	0.3431238878
482	0.3430353997
483	0.3429609059
484	0.3428812535
485	0.3427571294
486	0.3426933823
487	0.3425385775
488	0.342458623
489	0.3423612664
490	0.3422436636
491	0.3420853577
492	0.3419826648
493	0.3419183924
494	0.341787757
495	0.3416905396
496	0.3415756022
497	0.3415115498
498	0.3414663642
499	0.3413707489
500	0.3413146397
501	0.3412129868
502	0.3411185063
503	0.341042089
504	0.3409480034
505	0.3408586363
506	0.340777041
507	0.3406495483
508	0.3405703121
509	0.340455752
510	0.3402674847
511	0.3401751268
512	0.3400881091
513	0.339971514
514	0.3398889806
515	0.3397923228
516	0.3396706006
517	0.339527588
518	0.3394134418
519	0.3392963689
520	0.3392018086
521	0.3391170136
522	0.3389911614
523	0.3388900459
524	0.3388211325
525	0.3387842387
526	0.3386807689
527	0.3386046506
528	0.3384759108
529	0.3383348423
530	0.3382653179
531	0.3381663793
532	0.3380712832
533	0.3380200994
534	0.3379075439
535	0.3378244566
536	0.3377473705
537	0.3375899912
538	0.3374172008
539	0.3373390917
540	0.3371543191
541	0.3370140091
542	0.336873971
543	0.3367839639
544	0.3366991742
545	0.3366522147
546	0.3365103004
547	0.3363588685
548	0.3362638898
549	0.3361032947
550	0.3359706536
551	0.3358030551
552	0.3357100415
553	0.3355611218
554	0.3353493715
555	0.3352551872
556	0.335192359
557	0.3350567602
558	0.3349497604
559	0.3348269666
560	0.3347397881
561	0.3346824927
562	0.3346191065
563	0.3345341883
564	0.3344489769
565	0.3343603249
566	0.3341441805
567	0.3340426646
568	0.3339181343
569	0.3338282405
570	0.3336181241
571	0.3335386164
572	0.3334716188
573	0.3333008864
574	0.3331605984
575	0.3330623773
576	0.3329147926
577	0.3328338627
578	0.3326930691
579	0.3325850542
580	0.3324795022
581	0.332380797
582	0.3322103099
583	0.3321321736
584	0.331967529
585	0.3317758764
586	0.3317107301
587	0.3315892868
588	0.3314331025
589	0.3313505476
590	0.3311573492
591	0.3310225167
592	0.3308917779
593	0.3307515507
594	0.3306217703
595	0.3305307332
596	0.3304360147
597	0.3303094859
598	0.3302029844
599	0.3301097778
600	0.3299879525
601	0.3298990098
602	0.3296973367
603	0.3296395223
604	0.3295366112
605	0.3294612608
606	0.3293106182
607	0.3291467659
608	0.3290933469
609	0.3289804166
610	0.3288598211
611	0.3287979663
612	0.3287385893
613	0.3286768708
614	0.3285531567
615	0.3284685971
616	0.3283861021
617	0.3283178656
618	0.3282660122
619	0.3281915912
620	0.3281219507
621	0.328055935
622	0.3279047191
623	0.3277923227
624	0.3276944821
625	0.3275569131
626	0.3274785521
627	0.3273954615
628	0.3273068011
629	0.3272221976
630	0.3271201264
631	0.3270371264
632	0.3268519639
633	0.3266968172
634	0.3265632351
635	0.3264818267
636	0.3263970079
637	0.3263223276
638	0.3261944315
639	0.3261137679
640	0.325967466
641	0.3259092355
642	0.3257794884
643	0.3256311337
644	0.3255146862
645	0.3254108631
646	0.3253214591
647	0.3252036817
648	0.3251117502
649	0.3250216754
650	0.3248819517
651	0.3247545513
652	0.3246527386
653	0.3245387532
654	0.3244259379
655	0.3242984768
656	0.3241804337
657	0.3241295966
658	0.3240268168
659	0.3239288639
660	0.3238729266
661	0.3238496193
662	0.3237216306
663	0.3236811089
664	0.3234547236
665	0.3233195444
666	0.3231673505
667	0.3230669822
668	0.3229165602
669	0.3228769248
670	0.3227933697
671	0.3226387403
672	0.3225986058
673	0.3225207973
674	0.3224469317
675	0.3223001949
676	0.322084377
677	0.3219730048
678	0.3218336776
679	0.3217261791
680	0.3216076029
681	0.3215628952
682	0.3214513307
683	0.3214011537
684	0.3213194131
685	0.3212443788
686	0.3211324376
687	0.3210662952
688	0.320974268
689	0.3208400443
690	0.3207018659
691	0.3206414275
692	0.3204968728
693	0.3203463649
694	0.3202526775
695	0.3201858211
696	0.3201404663
697	0.3200037499
698	0.3199294678
699	0.319806177
700	0.3197170614
701	0.3195722783
702	0.3194480136
703	0.3194035551
704	0.3192620921
705	0.3191834907
706	0.3190697084
707	0.3190082647
708	0.318866084
709	0.3187811411
710	0.3187000584
711	0.3186058061
712	0.3184765951
713	0.3184040301
714	0.3183565039
715	0.3182213793
716	0.3180843766
717	0.3179721961
718	0.3178724988
719	0.3178133503
720	0.31766671
721	0.3175765537
722	0.317474154
723	0.3174279704
724	0.3173419874
725	0.3173241634
726	0.317280218
727	0.3172150936
728	0.3170719583
729	0.3169534126
730	0.3168778372
731	0.3167411693
732	0.3166587877
733	0.3165318145
734	0.3164277142
735	0.316331639
736	0.3162532152
737	0.3161249182
738	0.3160727201
739	0.3159507746
740	0.3158063304
741	0.3157260134
742	0.3156057509
743	0.3155200042
744	0.3154726802
745	0.3153235362
746	0.3152486734
747	0.3151638938
748	0.3150663249
749	0.3149926249
750	0.3149561599
751	0.3148204414
752	0.3147499132
753	0.314697632
754	0.3146133534
755	0.3145332153
756	0.3144876961
757	0.3143733145
758	0.3142373779
759	0.3141491906
760	0.3139853011
761	0.3138099312
762	0.3137185401
763	0.3136504311
764	0.3135859498
765	0.3135186684
766	0.3134329905
767	0.313315749
768	0.3132008739
769	0.3130934415
770	0.3130001872
771	0.3129399273
772	0.312846264
773	0.3127609638
774	0.3126976852
775	0.3125845005
776	0.3124696577
777	0.3123446104
778	0.3122787889
779	0.3122126438
780	0.3121514698
781	0.3120648004
782	0.3119079672
783	0.3118166228
784	0.3116825163
785	0.311614089
786	0.3115312614
787	0.3114166841
788	0.3113155966
789	0.3112835561
790	0.3111681314
791	0.3110482325
792	0.3109195665
793	0.3108434831
794	0.3107558666
795	0.3106872809
796	0.3105954293
797	0.310480228
798	0.3103591477
799	0.3102811434
800	0.3102045327
801	0.3101238284
802	0.3100059919
803	0.3099408185
804	0.3098375623
805	0.3097292455
806	0.3096227076
807	0.3095657485
808	0.3094611355
809	0.309359491
810	0.3092537349
811	0.3090820879
812	0.3090184199
813	0.3089269476
814	0.3088911259
815	0.3087857403
816	0.3087226961
817	0.3086447903
818	0.3085724557
819	0.308517129
820	0.308418242
821	0.308311405
822	0.3082809014
823	0.3081719657
824	0.3081216566
825	0.3080251969
826	0.3079287574
827	0.307878833
828	0.3078006216
829	0.3077054001
830	0.3075977902
831	0.3074927682
832	0.3074038346
833	0.3073013417
834	0.3072123268
835	0.3071332296
836	0.307082437
837	0.3069761662
838	0.3068543033
839	0.3067451195
840	0.3066525531
841	0.3065601074
842	0.306527852
843	0.3063934233
844	0.3062886218
845	0.3062107312
846	0.3060950741
847	0.3060023964
848	0.3058812481
849	0.3057560709
850	0.3056503304
851	0.305552635
852	0.3054755747
853	0.305408866
854	0.3053154691
855	0.3052304558
856	0.3051716524
857	0.305055608
858	0.304978006
859	0.3048856308
860	0.304835714
861	0.3047159559
862	0.3045712719
863	0.3044696886
864	0.3043492721
865	0.3042746356
866	0.3041598397
867	0.3040712298
868	0.3039754939
869	0.3039114705
870	0.30383489
871	0.3037629193
872	0.3036866603
873	0.3035856414
874	0.3034757569
875	0.303415281
876	0.3033472727
877	0.3032758248
878	0.3031598372
879	0.303127138
880	0.3030362711
881	0.3028288242
882	0.3027254109
883	0.3026494747
884	0.3025444961
885	0.3024798277
886	0.3024208723
887	0.3022912403
888	0.3022286123
889	0.3021343215
890	0.3020606849
891	0.3019857865
892	0.3019513959
893	0.3018522748
894	0.3017598512
895	0.3017100996
896	0.3016168591
897	0.3015343476
898	0.3014400004
899	0.3013801125
900	0.3012399225
901	0.3011068119
902	0.3009979565
903	0.300910121
904	0.3008382376
905	0.300743602
906	0.3006506922
907	0.300561985
908	0.3004774581
909	0.3003690618
910	0.3002662914
911	0.3001896572
912	0.3000724959
913	0.3000205326
914	0.2999497946
915	0.2998652913
916	0.2998076138
917	0.2997228349
918	0.2996110554
919	0.2995247639
920	0.2994671399
921	0.2993860938
922	0.2993264823
923	0.2992453032
924	0.2991164852
925	0.2990605849
926	0.2989779115
927	0.2988787645
928	0.298819216
929	0.2987243059
930	0.2986597398
931	0.2985245184
932	0.2984297159
933	0.2983826846
934	0.2982650484
935	0.2981521236
936	0.2980289935
937	0.2979116152
938	0.2978390578
939	0.2977747281
940	0.2976703
941	0.2975852299
942	0.297499874
943	0.2974612759
944	0.2973970983
945	0.2973260119
946	0.2972713317
947	0.2972024164
948	0.297108493
949	0.2970336619
950	0.2968430896
951	0.296780092
952	0.2966706914
953	0.2966067826
954	0.2965127349
955	0.2964620664
956	0.2963718189
957	0.2962554074
958	0.2962092394
959	0.2960967058
960	0.2959989566
961	0.2959741738
962	0.2958180737
963	0.2957191673
964	0.2956086417
965	0.2955517926
966	0.295437783
967	0.2953464183
968	0.2952736528
969	0.2951826384
970	0.2950771551
971	0.2950145357
972	0.2948962425
973	0.2948283669
974	0.2947300711
975	0.2946822502
976	0.2945901854
977	0.2945207952
978	0.2944464633
979	0.2944301185
980	0.2943384002
981	0.2942625233
982	0.2941736307
983	0.2940861819
984	0.2940398255
985	0.2939821795
986	0.2938873549
987	0.2938192713
988	0.2937453474
989	0.2936392639
990	0.2935606525
991	0.2935451555
992	0.2934370405
993	0.2933158981
994	0.2932226811
995	0.2930989922
996	0.2930120888
997	0.2929338592
998	0.292841821
999	0.2927663802
